content,score
sering mendapatkan hero yg tidak di butuh kan saat refresh shop,1
game bagus developer nya aktif terus berinovasi 👍,5
developernya aneh yg op commander lain yg di nerf yg lain busuk,1
susah dapet hero,1
gemenyaa muaaanntapp Bett bg,4
ga jelas udah pakai wifi masih ajh ga bisa masuk,1
"replay suka ilang, history yang kalah ada replaynya tapi yang menang #1 Hero gold 4 b3 mala ilang, dongo",1
"kurang seimbang gaca toko pembelian hero dengan musuh, nyari harga hero 3-4 bintang 2 aja susah, sedangkan musuh harga hero 5 bintang 3 aja gampang bgt dptnya.",1
udah keren dari S1. mnurut saya S2.cukup komlit ya dari skil komander nyaa udh cocok sama kamander yang ada semoga kedepan lebih bayak komander yang baru dan kurangi hadiah seperti komander harian karna gak begitu berguna.mungkin itu aja.sukses buat magic chess Go Go n monton,5
game gk jelas,1
"prasaan terahir aku main masih nyatu sama game awal nya dah,tapi skarang dah punya game nya sendiri🥱🥱",5
keren banget tapi tolong dark systemnya di hapus ya .. jangan sampe kaya kasusnya ML ada honor of king baru kelabakan buat balikin player,5
"game tolol, pembagian lawan yang kurang adil",1
tolonglah monton habis update msa gak bisa login sih,3
pemain nya cupu semua,5
prettt,5
bagus bgtt,5
kurang event DM kuning nya aja biar nyamain ml,5
sekin2 saya kenapa ga masuk di magic Chess GO...GOO,1
Game gabut,5
"untuk menaikkan level Hero sangat susah bahkan dari level 1 sampe pertandingan selesai kadang tidak sampai bintang 3. awal main gampang, tapi sering nyawa masih 100 kalah sama yang nyawanya 1... sangat curang, Gonta ganti Hero pun tidak pengaruh sama saja kalah",1
"Tolong jangan ada Dark sistem 😭,semoga magic chess kedepannya bisa offline cz terkadang saya sering pergi ke tempat yg sulit di jangkau internet yg bagus",5
kembalikan magic cass saya yg dulu combo elementalis dan kangkung ku,2
bodoh,1
COMANDER ROLL BAWAH HARUS DI NERF LAH ANJG,1
"Game Nya Seru Banget, Saya Suka Sekali",5
abis di update malah makin GOBLOKKKK Matching nya.,1
game nya memang seru tapi pencarian Hero kayak editan kalau udah juara 1 pasti ujung2nya mainnya lagi susah sengaja dimondar mandi di tempat,2
"Adanya ban commander bikin males main, ngga perlu lah pakai ban segala. Soalnya ada tipe orang yang maunya spam 1 commander aja.",5
"game kikir, developer nnijinhg",1
seru aja,5
"rusak lu, masa hero gold 4-5 bisa kalah sama gold 1-2 game makin rusak aja",1
"busuk , suka tapi bosen, giliran aku unggal tinggal satu hero ku , giliran musuh unggul, enggak ada pun Hero musuh mati , enggak jelas Hero bagus damage enggak ada , musuh jelek Hero nya damage enggak ngontak, malas jadinya main, darah punya ku boros, giliran darah musuh hemat, kan asu. diawal menyala selama seratus tahun enggak taunya di akhir peringkat 8 ,",1
"akun udah lengket ke ml, pas gabungkan ke google malah jadi akun baru, sia sia lah semua perjuangan ku selama ini,",1
game pembodohan hero yg kita btuh gak perna muncul sdah di seting klah kita...,1
Moonton lebih bagus bikin game Gambling aja,1
"game gak jelas,udah enak dgn synergi yg ada diganti Mulu,klo nambah sinergi baru ngapain yg lama di hapus,,lama 2 gak asyik, uninstall aja",1
gak pernah dapet hero yang diinginkan game rusakk!!!,1
"3x kalah terus, ya pasti tau lah karena apa, karena gacha ampas, sepro playernya kalo gacha ampas yaudah kalah tetep karena ini game gacha. (game terampas)",1
sangatlah enak,5
menarik mntap,5
saya suka dan saya puas,5
bagus mantap dan makjos dan mantap dan makjos,5
"gw udah belajar maen sinergi vonetiss malah digantiii:( ywd alhasil ku uninstall ni mcgg, marah sm moonton😾",4
udah seru kaya dulu mcgg,3
bug jaringan ga bisa maen,1
"tolong perhatikan BUG,shop sudah saya kunci,namun kenapa babak selanjutnya malah ke refresh sendiri?,perbaiki bug,bukan hanya ingin buff sinergi yang tidak logis!",2
monton tolol kenapa jangan gw lag saat mau menang,1
force close mulu anj lah,1
ok shr,5
kalah mulu a,1
lumayan menghibur,5
game jelek masak aku harus mikir buat menang 🤬🤬👎,1
bug jaringan bae🤡,1
GK seimbang susah menang,4
"update sekarng makin tidak jelas aplikasinya erorr mulu banyak bug,, berasa main di ping 1000000 ms masukin hero keluar dengan sendirinya",1
monton pilih kasih gw bakal rating 1 kalo gw ga dikasih 10 sinergi camkan itu,1
Jossman,5
"sudah hapus cache, sudah hapus data, sudah download ulang. tetep aja matchmaking tidak bisa, lagi eror apa gmn ini, saya main game aplikasi lain lancar2 aja.",1
"kapan ada dub jp nya min, kalau udah ada dub jp nya gw kasih B5",3
game luck issues,1
sangat membantu untuk Player Player lebih mudah aksenya,5
okee deh,5
game ini banyak bug jaringan saya sering mengalami ini setelah update atau tiba-tiba dan ini cukup mengganggu terjadi beberapa kali dan tidak ada perbaikan,2
"GAJELAS BANGET GADA ANGIN GADA APA AURORA DI NERF, HERO GOLD 4 JADI 13, UDAH ENAK² MALAH DI OTAK ATIK JADI GAME AMPAS GAME GAJELAS, SAYA PLAYER ROLL ATAS MERASA SANGAT TIDAK NYAMAN!!!",1
tolong yahh kalau udah darah tipis dan kurang banyak jangan di lawanin sama darah masih banyak dan kuat dan itu pun di lawanin terus sampai babak agak lama itu namanya personal,2
"Android 8 versi terbaru crash, versi 1.1.94.1861 aman.",1
"paling seru dan bikin kecanduan, tp eruditio udh susah untuk dapetin 99 stack tp kenapa malah di nerf",5
geme pekok sinyal bagus ngak bisa dibuat maen,1
"seru bener nih game tapi kok hero nya masih terlalu sedikit kayak ada miya,alucard,zetian itu kenapa gk ada",5
"Sulitnya dapat Hero harga 1 gold kalau sudah hampir jadi. Tapi klo beli starlight member, mudah banget dapatnya. Sengaja banget sistemnya, supaya pemain top up diamond. Percaya deh, pemain gratisan jangan harap menang mudah di tier legend keatas.",1
"baguss sihh tapi comander pav gw si ryaa knp blesingnya jadi acak jdi gw ksih bintang 4 yah,dan buat lu semua yang g dpt hero yang lu mau di level 9,10 wajar bro ini game hoki²an aja,ntr juga kalau lagi hoki bakal dpt hero yang di mau",4
cuma minus kalo refresh hero yg kita dapetin aja susah wkwk kek t*i emang nih moonton,5
jelek gilaaa nga kayak dulu di ml,1
kok selalu lag babi padahal sinyal Alus game bruik,1
gem apa2 ini gaje kali,1
aneh padahal jaringan bagus tetep aja pas match jaringan jadi eror gakk bisa masuk bener dulu dong daripada gini mending dulu ngabung sama ml,1
enakkk²,5
Frendy gege mibil legend,5
"Game terparah ini. Uda make chomander yang dinerf, uda atur sinergi line up, masih aja ngasih Hero gk jelas. Ngumpulin gold berasa gk guna, dan berulang kali dibuat. game ampas. Dan juga percuma kita naikin level chomander dan line up. tetap aja Hero ampas yang dikasih. Hero gk sesuai level chomander yang di gacha. apalagi untuk sinergi summoner. itu lebih ampas lagi hasilnya. parah guys ini game",1
aku ngak peduli bagus atau ngak nya . yang aku mau balikin magic chess jadi satu lagi dengan ML seperti yang dulu lagi.,1
ini game online namun mereka membiarkan cheater jaringan mengacak-acak permainan. seharusnya developer memperketat keamanan dan lebih cepat menyadari keanehan dalam sistem. ini menjijikan dan membuat saya teringat mengapa saya berhenti bermain Mobile Legends Bang Bang.,1
sinyal turun dikit ngeleg apa2 macet,1
"saya kasih bintang 4 dulu,semua itu memang hoki dalam permainan ini,tapi awal sampai akhir tidak di berikan item yang bagus.semua itu hanya lah lelucon. tidak imbang dengan lawan. item yang keluar seharusnya seimbang. entah itu muncul di awal atau akhir. semua harus sama-sama mendapatkan yang bagus. sangat menyebalkan apabila di awal sudah tidak dapat,darah tinggal sedikit pun juga gak dapat.ini yang aneh. semua harus adil,dan selanjutnya tergantung Player masing-masing yang menjalankan.Thanks",4
"update terbaru bugnya jelek banget,gak bisa pilih mode,downloadpun gak jalan"" jadi gak bisa dimainin",1
"ini game gacha bukan game strategi, kalo hero lo bagus lo menang. mending hapus aja kategori strateginya",1
"Gam pilih kasih, gk usah d instal delete aja",1
Sangat seru untuk di main kan,5
"update terus,, setiap 2 hri update,, ngabis²in kuota aj.. game laknat",1
seru bet on ol,5
"Nih game ngawur banget, waktu nyusun, beli hero cuman 30 detik, itu pun harus fasthand, gw dapet 10 eru kalah karna waktu habis, belum sempet naruh hero, tolong di perbanyak waktunya untuk masang hero / membeli",1
GACOR,5
ahahhahaaa game burix's,1
game seru banget pliss,5
kalo bisa di mainin offline itu enak #bismiilllah di baca #fyp bg monton #semoga monton sehat selalu di tambahin rejekinya #montoon baik,5
putur semakin keren,5
Habis update malah reload di logo terus gak bisa masuk aplikasi,1
admin magic cash gogo saya tidak bisa login terus berhenti loding awal. ini apa ya sebabnya,5
sangat tidak jelas ketika mencari Hero bintang tiga malah ga dapat dapat.,1
seru sekaleee. biasa main ML. pindah ke mcgg. hha,5
"itu bnerin tars pdhal udh satu lagi mau lv 3 mlah kluar hero lain, game konyol😮‍💨",1
pada saat ngeban bukan suara terbanyak yang dipilih melainkan ban secara acak dan tidak adanya keseimbangan sinergi,1
Game kon*********,1
SINERGY DOOWSDOM TOLONG DI NERF LAGI JANGAN SINERGY BARU YG JADI OP,5
Sangar seru,5
good job developer,5
damage Commander karie turun kan min ga ngotak damage nya,2
Kenapa hero 4 gold di kurangi setok nya sih bikin tambah susah roll atas,3
makin seru sih karna di pisah sama MLBB.,5
"definisi game dark sistem, gada yang bener jir sistem kartunya",1
Kenapa ga bisa login.. Error kah???,2
kenapa sekarang mcgogo susah cari heronya ya,1
kurang seru mode custom practice dihilangkan....,3
udh di download luar dalam masa harus download ulang lagi paling mls ram masih gede pun,1
Tidak bisa masuk hanya sampai ditulisan magic chees go go terus kembali lagi 😬,1
saya sangat suka go2,5
scam?! sekali lagi. SCAM?!!,1
"gak jelas, sengaja bikin sinergi lebih susah sampe 10. musuh semua pada cepet 3 bintang 5 gold",1
Mayan seru,4
"setelah di update makin berat apk banyak leg"" gan",1
disuruh rating sama MC nya wkwk,5
Balikin skin Bowo gua woy,1
belum ada ling panggung tharz skil old skil 1 2 3 better then old generation,1
cuma cari hero 3gold di slot level 7 heronya masih banyak juga kaga dikasih... dah gw roll ampe kering tuh gold,1
"Sya memakai adroid versi 7.1.1 kenapa tidak bisa masuk hanya berputar"" di logo montoon saja",3
Sip mantap gg,5
bagus👍,5
Game yang hanya mengandalkan keberuntungan.,1
bug sistemnya tolong di perbaiki lagi,3
kerenn,5
"setelah update terakhir tiba"" game tidak bisa di buka dan hanya stuck di logo montoon , penyimpanan ponsel masih banyak dan jaringan juga masih bagus",1
"Terlalu banyak sensor dalam ruang obrolan, meskipun itu kata2 yang normal tanpa ada unsur yang tidak2",1
"makin ga jelas montoon, masak disuruh roll bawahh, stok hero bintang 4 di kurangi, makin males main,",1
bagus joss,5
"game Tolol, ngabisin waktu doang.... konsep kaga jelas, Timing berubah ubah...",1
geme nya bagus,5
kurang bagus ga begitu menarik untuk skil comander nya masi bagusan yang versi lama .. kembalikan comander skil lama moonton,1
bis pembaharuan ngk bisa dbuka,1
Wow sangat bagus sekali dari MC yang sebelum nya,5
sering bug ngak bisa di buka,5
Seneng ah gitu buat kalo lgih beres kerja main,5
gajelas update,1
"kocak servernya tiba² lag padahal pas log ke game lain lancar, mau relog malah gabisa ngestuck dilobby pdhal uda dapet herk bagus hadeh",2
kenapa saya tidak bisa login mcgg,1
setelah update terbaru game makin gak imbang. susah Hero yang di cari. kayak sengaja di kalahin. yang lain udah pada bintang 3 nyari level 2 aja susah. pdhal stock masih banyak heronya. kayak di sengaja biar kalah. aku saranin jangan pernah maen game punya moonton. gak bikin happy Mallah bikin strees,1
Perfect!,5
game burik..game ndak jelas...sistem yang masih tentukan menang kalah..pemain..buang buang waktu sama data saja,1
Ngak bisa login setelah update,2
"perbaiki sistem nya muntun, kalo mau ratting *5",1
bagus Gud monton 👍🏻,4
baik disimpen buat cari bintang3 maupun diabisin untuk cari bintang 1 sama aja kagak hasil montoon kagak jelas,1
rate satu aja soalnya ngga di kasih 10 eru,1
"seru,ajari strategi",5
sayah suka,5
game kikir manipulasi,1
dikit dikit update gak jelas,3
TOLONG KEMBALIKAN MC YANG LAMAAAAA !!!!,1
Setelah update jadi tidak menanggapi terus. Device: LUNA G8,3
"hilang mulu datanya, apa lagi update terus aneh",1
kembalikan kaya yang dulu sekarang kurang rame kombo venom adakn lagi,5
"saya suka """,5
JANGAN AFDET Mulu dong MONTOON Lo pikir kouta gratisss,1
cihuyyy ☕🔥,5
"update mulu aplikasinya, aduh developernya ini gimana sih, hampir tiap bulan update terus. Ukuran updatenya gede lagi.",1
good game tapi bikin lupa waktu 😭,5
kangen MC satu aplikasi dengan Ml lagi kasian player yg hp nya pada lemot,5
saya sangat suka bgt game nya. tetapi semenjak update ini semakin susah mendapat sinergi yang sama. kayak dipersulit. bahkan kadang rank nya suka tidak sesuai. masa GM bertemu dengan epic atau legend ketemu epic tolong ga sinkron bgt. dan untuk role tolong diperbaiki agar lebih mudah didapatkan.,2
gajelas keluar sendiri game nya,1
kebanyakan apdet parah,3
"please lah , ini tidak real adu strategi lagi lebih adu keberuntungan dapat card , sama dapat luckybox ny alangkah lebih fair tidak ush ada buff kartu dan lucky box nya , biar fair mikir semua gimana nyambungin sinergi",3
asik klo gk ketemu miya/wan²/lukas,4
"game nya keren, bisa buat menghilangkan stress daripada yg satunya malah bikin stress, yg penting di bawa fun aja, gamenya juga seru yg susah cuma dapet hero b3 tapi dari segi lainnya ini game sudah bagus",5
game asu drak sytem nya sama kyak game moba nya susah jdikan sinergi nya,1
sangat baik dan menenangkan,5
cocok buat game santai gk terlalu santai sih,5
game ini sangat bagus aku ingin karakter popol dan kupa dan Hero hayabusa,5
"game yang menguras waktu, apalagi setelah update jnj, sinyal tiba2 down, padahal pake wifi ga ada kendala sama sekali saat main game apapun kecuali mcgg ini..",3
game nya seru suka banget tidak membosankan,5
bagusss coyy kalian wajib cobain deh,5
gem terbaik👍💯,5
"wkkwkww bug data,manabisa gitu woy",1
"game nya udah bagus, tapi bisa tambahin fitur kalo sehabis selesai game kita bisa lihat/ cek akun orang yang kita lawan ga cuman add doang",5
Bug jaringan nya gak tahan tolong yg tegas,1
"aku dari dulu suka magic chees di ml, dan mainin udah dari masih ada combo kaktus gitu, tapi saat main disini malah gamenya diarahin untuk combo yang viral gitu, jadi saat pemilihan hero heronya muncul banyak meski kita nggak main combo tersebut, karena jika main combo tersebut maka akan bentrok sama tim lawan, dan untuk naik levelnya sangat tidak masuk akal karena terlalu mahal dan aku jarang bisa dapat b3 karena combo tersebut. malah makin kesini malah makin lag saat mau ambil hero.",1
Geme MCGG sangat menarik membuat saya tidak bisa berhenti memainkannya,5
beri aku hero yang aku butuhkan,5
gak kok seten Hero yah ajing 🤓,1
"sistem matching ga adil, dikasih musuh yang lebih jago terus",1
"Kembalikan Claude, kenapa di hapus",1
"Mengasyikkan untuk mengisi waktu luang dan ga perlu banyak mekanik, gameplaynya oke, pokoknya rekomendasi banget buat dicoba",5
BERI SAYA HERO 5 GOLD YANG SAMA SAAT BERMAIN BUSS,5
"Saya suka MAIN gamenya, bukan suka NONTON gamenya. Jadi, BERHENTI mengalihkan menjadi penonton, kalau sudah game over ya sudah, jangan otomatis kalian alihkan jadi penonton. Ingat, saya mau MAIN, bukan mau NONTON.!!!",5
banyak update tapi bukan makin bagus makin jelek ga kayak magic cest sebelumnya,1
Burik,1
"gak ada di apa2in tapi selalu update ulang/restart ulang , kesel bangettt mana kalo mengunduh banyak mengunakan paket dan waktu yg lama!",1
kalo update unduh data nya jangan dari nol lagi dong buang buang kuota aja mana lama lagi,1
kok setiap updet harus download lagi data² nya,1
bagus buat ngisi waktu luang atau pas ngumpul ama teman² bisa mabar,5
"magic chess cacat cuman beberapa hari gk login masa suruh download dri 0 lgi,gk jeles,tolong di perbaikinn lgi,magic chess nya monton cacat",1
Cukup buat ngisi waktu pas istirahat kerja,5
update terbaru bener2 Update terburuk sejauh ini,2
wah gold rush kembali makasih monton,5
"seru banget mainin nya, aku suka sinergi Doomswor",4
mic nya kadang masih sering putus,5
suka bug blessing ga bisa di ubah sama suka ngtrol hero nya,3
kasih hadiahnya,5
OKEEEEEEEEEEEE,5
lebih adil game play nya dr pada mlbb kalau dpt tim anomali,5
"seru bgt game ini. saran sih. kalau bisa pas Hero bintang 1 mending g usah pake skin, baru bintang 2 tmbh silkin biasa, trus bntg 3 pakein yg bagus skinnya. mudah""an di baca. trmksh.",5
pertahankan mode nostalgia nya. saya suka itu,5
setiap kali update harus download data lebih dari setengah versi lama apakah karna kontennya semua baru atau bagaimana?,4
