Ulasan,Rating,Aspek,Sentimen
tingkatkan koneksi wifi or data seluler,5,satisfaction,neutral
game rusak dari systemnya parah,1,effectiveness,negative
game membuat emosi membuat cepat tua dan cepat mati tidak adil ketemu musuhnya banyak yang ngecit dll,1,satisfaction,negative
permainan ini sangat seru sekali saya suka,5,satisfaction,positive
dari dalam game nya sih bagus seru enak juga di mainin saat santai tapi saya mohon untuk aplikasi mcgg nya bisa di kecilin lagi seperti saya ini memori kecil tidak main game bosan mau main game tapi memori tidak ngebantu semoga montoon lihat ini,5,satisfaction,negative
game yang sangat membosankan terlalu banyak dark sistem sangat tidak adil,1,satisfaction,negative
ini game tidak adil malah musuh gue dapat tim,1,satisfaction,negative
blesing selalu miss anjinx saya pengin sinergy domsworm malah ke yang lain melulu bngke memang,1,satisfaction,negative
game kebanyakan bugnya membuat malas main,1,effectiveness,negative
tolong kasih hero bintang dong ini asik bintang dua saja terus tidak pernah juwara satu asik juwara tidak pernah dapat yang enak hero yang tolong boleh di mudah kan ya asik epik saja entah kapan naik legend ya capek tahu begini begini saja,5,effectiveness,negative
sangat bagus untuk mengatur strategi,5,satisfaction,positive
lag,3,effectiveness,negative
persentase keadilan di game ini adalah harusnya anda membagi hero dengan sinergi secara adil contohnya ketika saya ingin bermain sinergi ember lord tapi hero di shop tidak ada hero ember lord sama sekali harusnya dalam shop itu ada semua sinergi misalnya dalam satu sesi shop terdapat semua hero dengan sinergi berbedabeda jadi pemain bisa menentukan dia ingin bermain sinergi apa jadi malu seperti itu akan terasa lebih adil saya tahu anda tidak akan paham mengenai ulasan saya ini,1,satisfaction,negative
game adu beruntung bukan adu strategi,1,satisfaction,negative
malas sekali sama komander hama,1,satisfaction,negative
my network is stable and also normal quota but sometimes ini games often connects networks try tapi fix an ingame network sistem and this doesnt happen once or twice but its often please developer tapi improve quality on all sides its very disappointing,1,effectiveness,negative
durasi waktunya terlalu lama sampai menit waktu habis hanya buat main match tidak seperti game sebelah yang sudah mati ada mode cepatnya mainnya hanya belasan menit di mode cepat,1,satisfaction,negative
seru sekali main mcgg cocok buat yang suka game strategi,5,satisfaction,positive
seru bangot ada fitor,5,satisfaction,positive
the best good game like me,5,unknown,positive
kata saya ada kekurangan tidak ada skin legend tidak ada skin naruto itu saja semuga dibaca,4,satisfaction,negative
untuk masalah bug dan koneksi cobalah untuk lebih cepat di perbaiki,5,effectiveness,neutral
lagg,1,effectiveness,negative
server masih sering eror pelayanan customer servicenya jelek lambat saya beli diamond sudah seharian tidak masukmasuk tidak ada tanggapan dari customer service developer tolong diperbaiki ngerugiin orang seperti begini,1,satisfaction,negative
game komtol enggak pernah beruntung,1,unknown,negative
bagaimana montoon masa hero nya tidak pernah jadi tolong perbaiki lagi itu makin kesini tidak jelas,1,satisfaction,negative
kembalikan mc orisinal mooontoonnn,1,satisfaction,neutral
dapat hero nya susah naikin level hero nya susah waktu mau naik level sengaja tidak di munculkan hero lagi katanya sih supaya seru agar permainan seimbang bukannya seru malah membuat kalah masa dari darah comander bisa kalah perkara cari hero lagi mau jadikan bintang padahal stok hero nya banyak terus cuma kita yang main hero itu tapi seperti sengaja tidak di munculin terus koneksi nya sering ping tinggi tiba padahal main mlbb lancar ping rendah saat main mcgg ping tinggi,1,satisfaction,negative
buat hiburan menarik,5,satisfaction,positive
terlalu banyak event tidak berguna harusnya pokus buat tingkatkan pengalaman bermain,1,satisfaction,negative
game nomor sih ini jossssss,5,unknown,positive
game tahi ledik,1,satisfaction,negative
sinyal kurang stabil padahal kalau main ml ms tapi kalau buka mcgogo sinyal sering lemah,1,satisfaction,negative
game beruntung beruntung an doang,1,satisfaction,negative
strategi meningkatkan kualitas pikiran,5,satisfaction,neutral
game sampah menyesal saya download juga,1,satisfaction,negative
saya berharap semua emot di akun ml ditransfer ke mc enggak dan berharap ditambahkan recall untuk komander biar lebih menarik dan keren,5,satisfaction,positive
mau ganti akun karena ponsel rusak dimulai dari awal setelah maj login mc gogo enggak bisa terus keakun utama dengan alasan network eror please tri again tolong lah dipermudah untuk ganti akun,1,satisfaction,negative
mantap sekarang munton,5,satisfaction,positive
apalah bangmasa saya main sinergi emberlord enggak ada kluar hero emberlord padahal yang main ember cuma saya sendiripilih kasih sekali sih,3,effectiveness,negative
ngintit kikir sekali moonton,1,unknown,negative
pembasmi hama,5,satisfaction,negative
akun saya hilang padahal sudah dikaitkan akun moonton saat login malah hilang,1,satisfaction,negative
itu skill lylia kalau bisa membuat mengasih hero yang dipilih jangan yang termahal,4,effectiveness,negative
game curang parah asli,1,satisfaction,negative
game goblokkkkk on ol,5,effectiveness,negative
game kontolll jembot,1,effectiveness,negative
gabakalan gue top up kalah mulu game sampah lah role buluk mulu,1,effectiveness,negative
game sampah akun saya ke kait akun google bisa nya malah hilang saat saya uninstall terus download lagi enggak jelas game sampahhhhh,1,satisfaction,negative
luarbiasa,5,unknown,positive
tolong ya heronya kalau menyerang itu maju kedepan jangan muter muter tidak jelas,1,effectiveness,negative
di rank mytich jonnny kebanyakan suka ke ban game yatim kikir benerin dulu yatim game cacad kikir game aneh game tolol game yatim,1,satisfaction,negative
penggunaan data gamenya terlalu banyak masa kuota gb langsung habis,1,satisfaction,negative
kenapa tidak di kasih mede pratice sih mcgg kecewa sih tidak di kasih ke semua pelayer,1,satisfaction,negative
tolong di perbaiki masih banyak bug seperti stag dan relog ketika dapat go go card yang bagus,2,effectiveness,negative
saya suka game ini good luck,5,satisfaction,positive
sinyal bagus ini game lag sekali putusdapet musuh yang beruntung parah selalu dapat kristal di ggcard awalsedangkan sini mah boro kristal tidak pernah dapat rolan busuk bangetkeliatan sekali pilih kasihrusak rusak,2,effectiveness,negative
bagus dan cocok untuk ketika sedang tidak tahu mengapa,5,satisfaction,positive
game tahi kebanyakan tidak balancenya banyak cheater kah moonton,1,satisfaction,negative
game tolol bego lagi main tiba menghubungkan kembali padahal buka ig sama google lancar game rusak,1,effectiveness,negative
kasih saya heronya dong min haha,5,effectiveness,negative
monoton membuat game survival open world dong,5,satisfaction,negative
nice job benar benar ngasah otakk,5,unknown,negative
enggak logis sekarang magic ches nya,1,unknown,negative
game ini seru sekali banyak hero dan commander,5,satisfaction,positive
aneh padahal koneksi lancar tapi selalu lag,1,effectiveness,negative
kepada yang terhormat moonton saya agak sedikit tida senang dengan sewaktu waktu saya reset di toko tapi yang di cari hiro gold gold agak susah hingga hiro saya bintang semua sampai kalah hitam sekali aaaaaa tolong ya moonton saya senang sekali dengan strategi dan juga cara permainan yang menentukan siapa darksystem sesungguhnya namun tolong ya perbaiki dikit saja itu reset toko mencari hiro gold susahnya sudah seperti hiro gold kalau tidak di perbaiki saya kecewa dikit terimakasih,5,effectiveness,negative
game ini kenapa tidak ada di play game,5,unknown,neutral
penyimpanan aplikasi terlalu besar dengan jarak minggu dari mulai install aplikasi mbak selang minggu gb,1,satisfaction,negative
bagus kretek kretek meeennaaaanngg,5,satisfaction,positive
bagus poll,5,satisfaction,positive
permudah untuk mendapatkan gogo card emas,5,satisfaction,neutral
damage commander nya tidak ngontak kalau sudah fase keatas,1,satisfaction,neutral
games apaan iniudh didowload dan dimainkan tidak ada serunya sama sekali dan tidak jls lagi gamesnyanyesal download games inibuat penggemar games jangan download games ini karena tidak jls dan tidak ada serunyamoontonnya seperti taikudh dicoba semua tetap saja kalah tapi kalau lawan bisa menang padahal sama eblemnya,1,satisfaction,negative
comender yuki terlalu kuat di magic run nostalgia kalau tidak di nerf tidak bakal saya install lagi ini aplikasi,1,satisfaction,negative
wida win,4,satisfaction,positive
tidak sebagus dulu bintang,1,satisfaction,negative
game penghilang stres,5,satisfaction,negative
sama seperti saudaranya kemenangan dan rank tinggi bukan dari skill melainkan dari keberuntungan dan juga keberpihakan semoga kedepannya semakin sepi peminat,1,satisfaction,negative
min tolong min akun saya hilang tidak ada sebab nya min akun berut galo tolong min malas mulai dari awal lagi min,3,satisfaction,negative
kurang asyik yang sekarang mah,1,satisfaction,negative
terpercaya,5,satisfaction,positive
dapat bug nih vizta games heri hanabi tidak bisa dipindahkan untuk dijual seolaholah ini hero meminta dipakai wkwkwk bug ini baru saya temuin match dirank master wkkw parahparah,1,effectiveness,negative
kenapa sekarang lag min padahal sinyal ok ponsel ku juga oppi reno,3,satisfaction,negative
saya suka sekali sama nih games mantap buat ngisi waktu luang,5,satisfaction,positive
sepakat dengan permintaan ikon mlbb lemon tolong tambah fitur chess tadi tower defense saya sangat berharap sekali untuk fitur tersebut,5,effectiveness,positive
berikan hanabi bintang,1,satisfaction,neutral
saya mau bin akun di email tiba tiba kok akun saya kok hilang ha sampai ke restart ponsel saya atas nama riffanmuhammadp ini yang langsung hilang kembalikan akun ku monton mana di blokir lagi akun nya apa nih,1,satisfaction,negative
he moonton aneh kok saya baru sadar nya chess board yang transformers dulu kok sekarang sudah enggak ada yang di chess go go hilang kah atau bug kah kemana tuh chessboardnya,1,satisfaction,negative
akun yang hilang tidak bisa di kembalikan bahkan akun yang sudah terdaftar di moonton,1,satisfaction,neutral
game taekkkk,1,unknown,positive
game ampas plagiat,1,effectiveness,negative
tolong perbaiki masalah jaringanjaringan selalu terputussangat mengganggu kenyamanan,3,satisfaction,negative
bagusan yang element dulu,1,satisfaction,positive
lagi asik maenmalah menghubungkan mulutlong benerin dongganggu bangetmakin lama moonton makin payah hari ini saya sudah kali mainputus sambungan terusmoonton busuk,2,satisfaction,negative
ya tapi jangan stak di legend,5,satisfaction,negative
mantap jaya,5,satisfaction,positive
goblog hanabi bintang tidak ada damage dikasih item tiga seperti tolol,1,satisfaction,negative
menang cuma lose semua gila sinergi tidak saat aneh padahal deh sesuai yakin dapat tapi tidak dapat terlalu banyak rank saya kira sudah mau mytic teryata belum di kasih menang cuma aneh sekali,2,satisfaction,negative
mohon melakukan perbaikan pada koneksi,1,satisfaction,neutral
dari pada yang lain mending game ini gga ribet,5,satisfaction,negative
dark sistem habis gold merefresh mencari hero tak dapat juga sampah betul ini aplikasi tak layak dimainkanmenang sekali kalah berkalikali bagi kalian yang merasa penasaran dengan aplikasi ini mending jangan di install banyak player yang berpengalaman di versi magic chess jadi player ampas di mode ini,1,effectiveness,negative
game busuk skill sabar beruntung masih jauh lebih baik mc yang dulu sattt,1,satisfaction,negative
gift skin commander free dong,5,satisfaction,neutral
saya sangat menyukai game ini gamenya seru dan gampang untuk dimainkan fitur gamenya sudah cukup menarik dan bagus,5,satisfaction,positive
main jhonny dapat crystal sinergi sudah giliran cari jhonny nya mengesalkan tidak dapat dapat,5,effectiveness,negative
gamee keren smuaa orang harus download ini,5,satisfaction,positive
baru saja sudah mythic tiba² langsung ke legend belum juga main,1,satisfaction,neutral
game cacat makin update makin tidak jelas,1,unknown,negative
gama kagak jelas lagi mencari digi tidak ketemu digi saat dapat digi jual jonson mencari jonsonya susah sudah mau kalah malah tiba tiba dapat darah game aneh lebih di jelasin dan kurangi ram nya game begini doang,1,satisfaction,negative
bagus sekali aplikasi nya suka dengan game nya,5,satisfaction,positive
game yang melatih otak,5,satisfaction,positive
koneksi bagus saya sudah makai kuota wifi tapi menghubungkan terus saya coba buka aplikasi game lain lancar lancar saja ini malah tidak bisa bisa sudah sampai ganti koneksi berkali kali tidak bisa juga memang masalahnya di gamenya bukan di koneksi saya nya lain kali urus yang benar dong ngecewain sekali developer seperti begini,1,satisfaction,negative
ukuran terlalu besar n berat ml saja sudah besar apalagi tambah ini,1,unknown,negative
seru dan magic good,5,satisfaction,positive
ez,5,unknown,positive
koneksi servernya masih lag padahal sudah pakai wifikuota,1,effectiveness,negative
tidak suka sekali lihat cht yang selalu kena sensor padahal tidak ada kata terlarang atau barbau porn susah komunikasih di chat,1,satisfaction,negative
lodingnya lama enggak bisa dibuka padahal deh di aupdet kepersi baru malah elor sinyal deh bagus tetap lambat loding terus,2,effectiveness,negative
tolong nerf hanabii dong monton,2,effectiveness,neutral
ei montoon kenapa enggak ada benedetta di mcgg,5,satisfaction,neutral
walopun musuhnya jago tapi asik boleh,5,satisfaction,positive
pengalaman bermain game yang kurang bagus dari tadi main tidak pernah dapat hero gold di shop maupun fate box,1,satisfaction,negative
bagus bett,5,satisfaction,positive
begitulah gamenya yayayayyayayayaayyay,4,unknown,positive
sekarang sering bermasalah sering kag lag tidak jelas padahal signal bagus kenapa nih moontonn perbaiki lah game plennya jangan heronya saja yang di oerbanyak dan kalau bisa yang hebat main jangan di ban berikan sesuai combanya,1,effectiveness,negative
